image,status,sidewalk_pos,road_pos,Object_present,Object_present_outside,m_bicycle,m_car,m_person,m_traffic_sign,traffic_light,m_obstacle,m_grass,m_plants,m_trees,m_bicycle_outside,m_car_outside,m_person_outside,m_traffic_sign_outside,traffic_light_outside,m_obstacle_outside,m_grass_outside,m_plants_outside,m_trees_outside
NV_bTpspRcpAu0LY7pYDgw.jpg,done,Center,Front,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left-Right,not present,Left
NcKCHlNchilygSsUoe6pow.jpg,done,Right,Left,Yes,Yes,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,Left,not present,not present,not present,Left,not present,not present,not present
NhbwlGNDD6k82SDDDsK-nw.jpg,done,Center,Not present,Yes,Yes,not present,not present,Center,Left-Right,not present,Center,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,Right
Nhh3aYvg_sbXSxDwAY5qFA.jpg,done,Center,Left,Yes,Yes,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,Left,not present,not present,not present
O2IhSLMBhrmbDYYUk6vcmQ.jpg,done,Center,Right,Yes,Yes,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present
Ncb6zhpLCSQEud-xnujioQ.jpg,done,Right,Left,Yes,No,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,not present,not present
O62LBjP2Db6Dn--U8fRZdQ.jpg,done,Left,Not present,Yes,Yes,not present,not present,Left,not present,not present,Right,not present,not present,Left,not present,Left,not present,not present,not present,not present,Right,not present,not present
O6tZqmMFKfAnHlbGZ6PnTg.jpg,done,Center,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
ODkvzODh7XHHAX0Uogf_-g.jpg,done,Right,Left,Yes,Yes,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present,Right
OIexQmH3m2i62umkIBrh8g.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,Right
OGwOQ4EwspnrNoMDVovREg.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,Left,not present,not present,not present,not present,Right
OJEqM_OgK1C6_Uzy-V8akQ.jpg,done,Right,Left,Yes,Yes,not present,not present,not present,Left,not present,not present,not present,not present,Center,not present,Right-Left,not present,not present,not present,not present,not present,not present,not present
OS9H3xmZR09W3Acvmeun4g.jpg,done,Center,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,Right-Left,Left,not present
OPjABi53YqCVVOI92G4aOA.jpg,done,Left,Right,Yes,Yes,not present,not present,Center,Right,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,Left
OVpMVJ6QT6oW4VMzynvFxA.jpg,done,Center,Left,Yes,Yes,not present,not present,Right,not present,not present,Center,not present,not present,not present,not present,Right,Center,not present,not present,not present,not present,not present,not present
OX-npt3RpByin_Ess7YdYQ.jpg,done,Center,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,Right,not present,not present,Left,not present,not present
OkOJlU8l98KqPEE05dv1tA.jpg,done,Right,Right,Yes,Yes,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
Olgitkz9hgB6JQPdfOyxlg.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,Right,Right
OrDhevWNWv453p07CRBl0A.jpg,done,Right,Right,Yes,Yes,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,Left,not present,Left,Left,not present,not present,not present,not present
OulIZPYUfKKuPV7Ho1Ur5w.jpg,done,Right,Left,Yes,Yes,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
OuscntBaNaGfiuryl2LaNQ.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
OwScQjnUvufsPwQ2STeO0g.jpg,done,Center,Left,Yes,Yes,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
OyjZ0fZ5wNG3Lc09UTLMsA.jpg,done,Center,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right
P7Tm5Icq6GqVO1QRhzR76g.jpg,done,Right,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
PCnXIRDIIlpPFfiFJdnKmw.jpg,done,Left,Right,Yes,Yes,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
PCqAz03pSAXV83ArSuW7OA.jpg,done,Center,Front,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,Left-Right,not present,not present
PE900Ulo-GSX45e3fKaTUA.jpg,done,Left,Right,Yes,No,not present,not present,Left,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
PJwHoTXTz4XHrY6P6g15zg.jpg,done,Center,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,Left,not present,not present
PLdy54WNH3rmeRzw-2Sluw.jpg,done,Center,Right,Yes,No,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
PMOtlF4ecaoviISzfl5a_w.jpg,done,Left,Right,Yes,No,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
PkWwUel8yolxlOu3UCJKWw.jpg,done,Center,Right,Yes,Yes,Left,not present,not present,not present,not present,Right,not present,not present,not present,Left,Right,not present,not present,not present,not present,not present,not present,not present
Pme_MK8vTSzOrwVMiCKJ_Q.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,Right,not present
PrKsuR1T0K0qxRt5lDUN9Q.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
Pyc6FHBv0SnukNqrJi3JTg.jpg,done,Center,Left,Yes,Yes,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
